Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_username""), ""test123@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:53:39,2019-10-31 13:53:40,0.567s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_password""), ""qP8g4ZP8zmxOyEuCUr69QQ=="")",Firefox 69.0,,,2019-10-31 13:53:40,2019-10-31 13:53:40,0.300s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Sign in""))",Firefox 69.0,,,2019-10-31 13:53:40,2019-10-31 13:53:40,0.449s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Email_email""), ""test@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:53:40,2019-10-31 13:53:41,0.624s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Password_password""), ""Wt9tj4kC2zrPXzAR6+1IxQ=="")",Firefox 69.0,,,2019-10-31 13:53:41,2019-10-31 13:53:41,0.320s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Register""))",Firefox 69.0,,,2019-10-31 13:53:41,2019-10-31 13:53:42,0.421s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-31 13:53:42,2019-10-31 13:53:43,1.675s,PASSED
,,,,,,,
Test Cases/QuickHandsOnTestCase1,Firefox 69.0,,,2019-10-31 13:53:43,2019-10-31 13:54:12,28.226s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-31 13:53:44,2019-10-31 13:53:47,3.161s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-31 13:53:47,2019-10-31 13:53:47,0.428s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-31 13:53:47,2019-10-31 13:53:48,0.883s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-31 13:53:48,2019-10-31 13:53:49,0.513s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:53:49,2019-10-31 13:53:49,0.118s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:53:49,2019-10-31 13:53:49,0.506s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-31 13:53:49,2019-10-31 13:53:50,0.375s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:53:50,2019-10-31 13:53:50,0.131s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-31 13:53:50,2019-10-31 13:53:50,0.356s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-31 13:53:50,2019-10-31 13:53:51,0.576s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:53:51,2019-10-31 13:53:51,0.123s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:53:51,2019-10-31 13:53:52,0.494s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:53:52,2019-10-31 13:53:52,0.129s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Reading""))",Firefox 69.0,,,2019-10-31 13:53:52,2019-10-31 13:53:52,0.385s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:53:52,2019-10-31 13:53:54,2.259s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Newsletter""))",Firefox 69.0,,,2019-10-31 13:53:54,2019-10-31 13:53:56,1.725s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:53:56,2019-10-31 13:53:59,2.760s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Create account""))",Firefox 69.0,,,2019-10-31 13:53:59,2019-10-31 13:54:01,1.710s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_username""), ""test123@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:54:01,2019-10-31 13:54:03,2.065s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_password""), ""qP8g4ZP8zmxOyEuCUr69QQ=="")",Firefox 69.0,,,2019-10-31 13:54:03,2019-10-31 13:54:05,2.112s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Sign in""))",Firefox 69.0,,,2019-10-31 13:54:05,2019-10-31 13:54:07,2.446s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Email_email""), ""test@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:54:07,2019-10-31 13:54:09,1.671s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Password_password""), ""Wt9tj4kC2zrPXzAR6+1IxQ=="")",Firefox 69.0,,,2019-10-31 13:54:09,2019-10-31 13:54:09,0.652s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Register""))",Firefox 69.0,,,2019-10-31 13:54:09,2019-10-31 13:54:10,0.458s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-31 13:54:10,2019-10-31 13:54:12,1.760s,PASSED
